CAMEO_Code,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
FSM,Micronesia,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,4,3,3,14,56,93
MDA,Moldova,Eurasia,c,2014,PF,3,3,4,4,3,11,4,3,2,3,12,4,1,1,6,0,0.0,29,2,3,3,3,11,3,3,2,8,2,1,2,2,7,3,2,2,2,9,35,64
MCO,Monaco,Europe,c,2014,F,2,1,2,4,4,10,3,3,2,3,11,3,4,3,10,0,0.0,31,4,4,4,4,16,4,4,4,12,3,4,4,4,15,4,3,3,4,14,57,88
MNG,Mongolia,Asia,c,2014,F,1,2,4,4,3,11,4,4,4,4,16,4,2,3,9,0,0.0,36,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,2,12,50,86
MNE,Montenegro,Europe,c,2014,F,3,2,3,3,3,9,3,2,3,3,11,3,2,2,7,0,0.0,27,3,3,3,4,13,4,3,3,10,2,2,3,3,10,3,3,3,3,12,45,72
MAR,Morocco,Africa,c,2014,PF,5,4,1,2,2,5,2,2,1,2,7,1,1,1,3,0,0.0,15,1,2,2,3,8,2,2,2,6,1,2,2,1,6,2,2,2,1,7,27,42
MOZ,Mozambique,Africa,c,2014,PF,4,3,2,2,2,6,2,2,3,3,10,3,2,2,7,0,0.0,23,3,4,2,3,12,2,3,2,7,2,2,1,2,7,3,2,2,2,9,35,58
MMR,Myanmar,Asia,c,2014,NF,6,5,0,2,1,3,2,2,1,1,6,2,0,1,3,3,0.0,9,2,1,1,3,7,1,2,1,4,0,1,0,0,1,2,1,1,1,5,17,26
NAM,Namibia,Africa,c,2014,F,2,2,4,3,3,10,3,2,3,3,11,3,3,3,9,0,0.0,30,3,4,4,3,14,4,4,4,12,3,3,3,2,11,3,2,2,2,9,46,76
NRU,Nauru,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,3,11,4,4,3,3,14,4,4,3,3,14,54,92
NPL,Nepal,Asia,c,2014,PF,4,4,3,3,2,8,3,3,2,3,11,2,1,1,4,0,0.0,23,2,2,2,3,9,2,2,2,6,2,1,1,1,5,2,2,2,1,7,27,50
NLD,Netherlands,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
NZL,New Zealand,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
NIC,Nicaragua,Americas,c,2014,PF,4,3,2,2,2,6,2,1,1,3,7,2,2,2,6,0,0.0,19,2,4,3,3,12,2,2,2,6,1,2,2,2,7,3,3,2,2,10,35,54
NER,Niger,Africa,c,2014,PF,3,4,3,3,3,9,3,3,2,2,10,3,2,2,7,0,0.0,26,2,3,3,3,11,3,2,3,8,1,2,1,1,5,2,2,1,1,6,30,56
NGA,Nigeria,Africa,c,2014,PF,4,4,2,2,2,6,3,2,2,2,9,2,1,2,5,0,0.0,20,2,1,3,3,9,2,2,3,7,2,1,0,1,4,1,2,2,1,6,26,46
MKD,North Macedonia,Europe,c,2014,PF,3,3,3,2,3,8,3,3,2,3,11,3,2,2,7,0,0.0,26,2,3,3,3,11,3,3,2,8,2,2,2,2,8,3,3,3,2,11,38,64
NOR,Norway,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
OMN,Oman,Middle East,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,0,2,0,3.0,9,1,2,1,1,5,0,1,2,3,0,1,2,1,4,1,2,1,1,5,17,26
PAK,Pakistan,Asia,c,2014,PF,4,5,3,2,2,7,3,3,1,2,9,2,1,2,5,0,0.0,21,1,1,1,2,5,2,2,2,6,2,1,0,1,4,2,2,1,1,6,21,42
PLW,Palau,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
PAN,Panama,Americas,c,2014,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,0.0,35,3,4,4,4,15,4,4,3,11,2,2,3,2,9,4,3,3,2,12,47,82
PNG,Papua New Guinea,Asia,c,2014,PF,3,3,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0.0,24,3,3,3,3,12,3,3,3,9,2,1,2,2,7,3,1,2,2,8,36,60
PRY,Paraguay,Americas,c,2014,PF,3,3,3,4,3,10,3,4,3,2,12,1,1,2,4,0,0.0,26,2,4,3,3,12,3,3,2,8,1,1,1,2,5,3,2,3,2,10,35,61
PER,Peru,Americas,c,2014,F,2,3,3,4,3,10,4,4,3,2,13,3,2,2,7,0,0.0,30,3,4,4,4,15,3,3,2,8,2,2,2,2,8,3,3,2,2,10,41,71
PHL,Philippines,Asia,c,2014,PF,3,3,3,3,3,9,2,3,2,3,10,3,2,2,7,0,0.0,26,2,4,4,4,14,3,2,3,8,2,1,1,1,5,3,2,3,2,10,37,63
POL,Poland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,4,12,3,3,4,3,13,4,4,3,3,14,55,93
PRT,Portugal,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,3,4,15,4,4,4,3,15,58,97
QAT,Qatar,Middle East,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,3.0,10,2,2,2,2,8,1,0,1,2,1,1,2,0,4,1,1,1,1,4,18,28
ROU,Romania,Europe,c,2014,F,2,2,4,4,4,12,4,4,3,3,14,4,3,2,9,0,0.0,35,3,3,4,4,14,4,4,3,11,3,3,3,3,12,4,2,3,3,12,49,84
RUS,Russia,Eurasia,c,2014,NF,6,5,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0.0,7,1,1,1,3,6,1,1,2,4,1,1,0,0,2,2,1,2,2,7,19,26
RWA,Rwanda,Africa,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,1,2,2,5,0,0.0,9,0,3,1,1,5,0,1,1,2,0,2,0,1,3,2,2,2,1,7,17,26
WSM,Samoa,Asia,c,2014,F,2,2,3,3,3,9,3,4,3,3,13,4,3,3,10,0,0.0,32,3,3,4,4,14,4,3,3,10,3,3,4,3,13,3,3,3,3,12,49,81
SMR,San Marino,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
STP,Sao Tome and Principe,Africa,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0.0,34,3,4,4,4,15,4,3,3,10,3,3,3,3,12,3,3,2,2,10,47,81
SAU,Saudi Arabia,Middle East,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.0,3,0,0,1,2,3,0,0,0,0,1,1,0,0,2,0,1,0,1,2,7,10
SEN,Senegal,Africa,c,2014,F,2,2,4,4,3,11,3,4,3,3,13,3,3,3,9,0,0.0,33,3,4,4,4,15,4,4,3,11,2,3,3,2,10,3,3,2,2,10,46,79
SRB,Serbia,Europe,c,2014,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,0.0,30,3,4,4,4,15,3,4,3,10,2,3,3,2,10,4,3,3,3,13,48,78
SYC,Seychelles,Africa,c,2014,PF,3,3,3,3,2,8,3,2,3,2,10,3,2,2,7,0,0.0,25,2,3,3,3,11,3,3,3,9,2,3,3,3,11,3,3,2,3,11,42,67
SLE,Sierra Leone,Africa,c,2014,PF,3,3,3,3,4,10,3,3,3,3,12,3,1,3,7,0,0.0,29,2,4,3,3,12,2,3,2,7,2,2,3,2,9,3,3,2,2,10,38,67
SGP,Singapore,Asia,c,2014,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,0.0,19,1,3,2,3,9,2,1,1,4,1,2,2,2,7,3,3,3,3,12,32,51
SVK,Slovakia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,4,12,3,3,3,3,12,4,4,3,3,14,54,91
SVN,Slovenia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,3,3,3,13,53,91
SLB,Solomon Islands,Asia,c,2014,PF,4,3,2,2,2,6,3,3,2,2,10,2,2,2,6,0,0.0,22,3,4,4,3,14,3,3,3,9,2,2,2,2,8,3,3,3,3,12,43,65
SOM,Somalia,Africa,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
ZAF,South Africa,Africa,c,2014,F,2,2,4,4,4,12,3,2,4,4,13,3,2,3,8,0,0.0,33,3,4,4,4,15,4,4,4,12,3,3,2,2,10,4,3,2,2,11,48,81
KOR,South Korea,Asia,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,4,3,3,10,0,0.0,35,3,4,3,4,14,4,3,4,11,4,3,3,3,13,4,3,2,3,12,50,85
SSD,South Sudan,Africa,c,2014,NF,6,6,1,1,2,4,0,1,0,1,2,1,0,1,2,0,0.0,8,1,3,2,1,7,1,1,1,3,1,0,0,0,1,2,1,1,1,5,16,24
ESP,Spain,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
LKA,Sri Lanka,Asia,c,2014,PF,5,4,2,2,2,6,2,1,2,1,6,2,1,1,4,0,0.0,16,1,1,2,3,7,2,1,3,6,1,2,1,1,5,2,2,2,2,8,26,42
SDN,Sudan,Africa,c,2014,NF,7,7,1,1,0,2,1,0,1,1,3,1,0,0,1,4,0.0,2,0,1,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,7
SUR,Suriname,Americas,c,2014,F,2,2,4,4,4,12,4,4,3,2,13,4,2,2,8,0,0.0,33,3,4,4,4,15,4,4,3,11,2,1,3,2,8,3,2,3,2,10,44,77
SWE,Sweden,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
CHE,Switzerland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
SYR,Syria,Middle East,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1
TWN,Taiwan,Asia,c,2014,F,1,2,4,4,3,11,4,4,3,4,15,4,3,3,10,0,0.0,36,3,4,3,4,14,4,4,3,11,4,3,4,3,14,4,3,3,3,13,52,88
TJK,Tajikistan,Eurasia,c,2014,NF,6,6,0,1,1,2,1,1,1,1,4,1,0,1,2,0,0.0,8,1,1,1,2,5,1,2,1,4,1,1,0,1,3,1,1,1,1,4,16,24
TZA,Tanzania,Africa,c,2014,PF,3,3,3,3,3,9,3,3,3,3,12,3,2,3,8,0,0.0,29,2,3,3,2,10,2,3,2,7,2,3,2,2,9,3,2,2,2,9,35,64
THA,Thailand,Asia,c,2014,PF,4,4,3,3,2,8,3,3,2,1,9,2,2,1,5,0,0.0,22,1,3,3,3,10,2,2,2,6,1,2,1,2,6,3,2,3,2,10,32,54
TLS,Timor-Leste,Asia,c,2014,PF,3,4,4,4,3,11,3,3,3,3,12,2,2,2,6,0,0.0,29,2,3,4,3,12,2,3,2,7,1,1,2,2,6,3,2,2,2,9,34,63
TGO,Togo,Africa,c,2014,PF,4,4,1,2,2,5,2,2,2,2,8,2,1,2,5,0,0.0,18,2,3,2,2,9,1,2,3,6,2,2,2,1,7,2,2,1,2,7,29,47
TON,Tonga,Asia,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,3,1,2,6,0,0.0,31,3,4,3,3,13,3,3,2,8,3,3,3,2,11,4,3,3,2,12,44,75
TTO,Trinidad and Tobago,Americas,c,2014,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,0.0,33,4,3,4,4,15,4,4,3,11,3,2,2,2,9,4,3,3,3,13,48,81
TUN,Tunisia,Africa,c,2014,PF,3,3,3,3,3,9,3,3,3,3,12,2,1,3,6,0,0.0,27,2,2,3,4,11,3,3,3,9,1,1,2,2,6,3,2,3,2,10,36,63
TUR,Turkey,Europe,c,2014,PF,3,4,4,4,3,11,2,3,3,2,10,3,2,2,7,0,0.0,28,1,3,2,3,9,1,2,3,6,2,1,3,2,8,3,2,2,2,9,32,60
TKM,Turkmenistan,Eurasia,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,1,1,0,3,6,7
TUV,Tuvalu,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,94
UGA,Uganda,Africa,c,2014,PF,6,4,1,1,1,3,1,1,1,2,5,1,1,1,3,0,0.0,11,1,3,3,3,10,1,1,2,4,2,1,1,1,5,2,2,1,2,7,26,37
UKR,Ukraine,Eurasia,c,2014,PF,4,3,4,2,2,8,2,2,1,3,8,2,1,1,4,0,0.0,20,1,3,2,3,9,2,3,3,8,1,2,2,2,7,4,2,3,2,11,35,55
ARE,United Arab Emirates,Middle East,c,2014,NF,6,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,3.0,8,1,1,1,1,4,1,0,1,2,0,1,1,1,3,1,1,1,1,4,13,21
GBR,United Kingdom,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
USA,United States,Americas,c,2014,F,1,1,4,4,3,11,4,4,4,4,16,3,4,3,10,0,0.0,37,4,4,4,3,15,4,4,3,11,4,4,3,3,14,4,4,4,3,15,55,92
URY,Uruguay,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
UZB,Uzbekistan,Eurasia,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4
VUT,Vanuatu,Asia,c,2014,F,2,2,3,3,3,9,4,4,4,3,15,4,2,2,8,0,0.0,32,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,2,2,11,47,79
VEN,Venezuela,Americas,c,2014,PF,5,5,2,2,1,5,2,1,1,3,7,1,0,1,2,0,0.0,14,1,3,2,2,8,2,1,1,4,1,1,1,1,4,2,1,3,2,8,24,38
VNM,Vietnam,Asia,c,2014,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0.0,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
YEM,Yemen,Middle East,c,2014,NF,6,6,1,0,2,3,2,1,0,1,4,1,1,1,3,0,0.0,10,1,2,2,1,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,26
ZMB,Zambia,Africa,c,2014,PF,3,4,3,2,3,8,2,2,3,3,10,3,2,2,7,0,0.0,25,2,3,3,3,11,2,2,3,7,2,2,2,2,8,3,2,1,2,8,34,59
ZWE,Zimbabwe,Africa,c,2014,NF,5,6,1,1,1,3,2,2,1,1,6,1,1,1,3,0,0.0,12,1,2,1,2,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,28
AFG,Afghanistan,Asia,c,2013,NF,6,6,1,1,1,3,2,1,1,2,6,1,1,0,2,0,0.0,11,2,1,1,2,6,2,2,1,5,1,0,0,1,2,0,1,1,1,3,16,27
ALB,Albania,Europe,c,2013,PF,3,3,3,3,2,8,3,2,2,3,10,3,1,2,6,0,0.0,24,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,63
DZA,Algeria,Africa,c,2013,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0.0,11,1,1,2,3,7,1,2,2,5,1,1,1,2,5,2,2,2,1,7,24,35
AND,Andorra,Europe,c,2013,F,1,1,4,4,4,12,4,4,3,4,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,4,15,57,96
AGO,Angola,Africa,c,2013,NF,6,5,0,2,2,4,2,1,1,2,6,1,0,0,1,0,0.0,11,1,3,2,2,8,1,2,1,4,1,1,1,1,4,1,1,1,0,3,19,30
ARG,Argentina,Americas,c,2013,F,2,2,4,4,3,11,4,3,4,3,14,3,1,2,6,0,0.0,31,2,4,4,4,14,4,4,3,11,2,3,3,3,11,4,2,4,3,13,49,80
ARM,Armenia,Eurasia,c,2013,PF,5,4,1,2,2,5,1,1,1,2,5,1,1,1,3,0,0.0,13,1,2,2,3,8,2,2,2,6,1,1,2,2,6,3,2,2,2,9,29,42
AUS,Australia,Asia,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
AUT,Austria,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
AZE,Azerbaijan,Eurasia,c,2013,NF,6,5,0,0,1,1,1,0,1,1,3,1,1,0,2,0,0.0,6,0,1,1,2,4,0,1,1,2,1,1,1,1,4,2,2,2,1,7,17,23
BHS,Bahamas,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
BHR,Bahrain,Middle East,c,2013,NF,6,6,0,2,1,3,1,1,0,0,2,1,2,0,3,2,0.0,6,0,2,0,1,3,0,1,1,2,0,1,0,0,1,1,2,2,1,6,12,18
BGD,Bangladesh,Asia,c,2013,PF,3,4,3,3,3,9,3,3,2,3,11,2,1,2,5,0,0.0,25,2,2,2,3,9,3,2,2,7,2,1,2,1,6,3,2,2,2,9,31,56
BRB,Barbados,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99
BLR,Belarus,Eurasia,c,2013,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0.0,4,1,1,0,1,3,0,1,0,1,0,1,0,0,1,1,1,2,1,5,10,14
BEL,Belgium,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
BLZ,Belize,Americas,c,2013,F,1,2,4,4,4,12,4,4,4,2,14,4,3,4,11,0,0.0,37,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,88
BEN,Benin,Africa,c,2013,F,2,2,3,3,2,8,4,4,4,4,16,3,2,3,8,0,0.0,32,3,4,4,4,15,4,4,4,12,3,3,4,3,13,3,3,2,2,10,50,82
BTN,Bhutan,Asia,c,2013,PF,4,5,2,3,3,8,3,2,2,1,8,3,2,2,7,1,0.0,22,2,2,2,2,8,1,1,1,3,2,1,1,1,5,2,2,2,2,8,24,46
BOL,Bolivia,Americas,c,2013,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0.0,29,2,4,4,4,14,3,3,4,10,2,1,2,2,7,3,2,2,2,9,40,69
BIH,Bosnia and Herzegovina,Europe,c,2013,PF,3,3,3,3,2,8,3,3,2,3,11,2,2,2,6,0,0.0,25,2,3,2,3,10,3,2,2,7,3,2,3,2,10,3,2,3,2,10,37,62
BWA,Botswana,Africa,c,2013,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0.0,28,3,4,3,3,13,4,4,2,10,3,3,3,3,12,3,3,2,3,11,46,74
BRA,Brazil,Americas,c,2013,F,2,2,4,3,4,11,4,4,3,3,14,3,2,3,8,0,0.0,33,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,81
BRN,Brunei,Asia,c,2013,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1.0,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,2,2,8,23,30
BGR,Bulgaria,Europe,c,2013,F,2,2,4,4,3,11,4,4,3,4,15,4,2,2,8,0,0.0,34,3,3,4,4,14,4,4,3,11,3,2,3,3,11,4,2,3,2,11,47,81
BFA,Burkina Faso,Africa,c,2013,PF,5,3,1,2,2,5,2,1,2,3,8,1,1,2,4,0,0.0,17,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,53
BDI,Burundi,Africa,c,2013,PF,5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0.0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34
KHM,Cambodia,Asia,c,2013,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0.0,9,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,29
CMR,Cameroon,Africa,c,2013,NF,6,6,1,1,0,2,1,0,1,1,3,1,1,0,2,0,0.0,7,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,23
CAN,Canada,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,3,4,4,11,4,4,4,3,15,4,4,4,4,16,58,98
CAF,Central African Republic,Africa,c,2013,PF,5,5,2,2,3,7,2,2,1,2,7,0,1,1,2,0,0.0,16,1,2,3,2,8,1,1,2,4,1,1,0,1,3,1,1,1,1,4,19,35
TCD,Chad,Africa,c,2013,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0.0,5,1,1,3,2,7,1,1,2,4,0,1,1,0,2,1,1,0,1,3,16,21
CHL,Chile,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,3,4,4,11,4,4,4,3,15,4,4,4,3,15,57,96
CHN,China,Asia,c,2013,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0.0,2,1,0,1,2,4,1,1,1,3,1,1,0,0,2,1,1,2,2,6,15,17
COL,Colombia,Americas,c,2013,PF,3,4,4,3,3,10,3,3,2,2,10,3,2,2,7,0,0.0,27,2,4,3,3,12,2,2,1,5,3,1,1,2,7,3,2,3,2,10,34,61
COM,Comoros,Africa,c,2013,PF,3,4,3,3,3,9,3,3,3,2,11,3,1,1,5,0,0.0,25,2,2,3,3,10,2,2,2,6,2,2,2,2,8,2,2,1,1,6,30,55
CRI,Costa Rica,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
HRV,Croatia,Europe,c,2013,F,1,2,4,4,4,12,4,4,4,3,15,4,2,3,9,0,0.0,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,86
CUB,Cuba,Americas,c,2013,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,2,1,1,3,1,6,10,11
CYP,Cyprus,Europe,c,2013,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,0.0,38,4,4,3,4,15,3,4,4,11,4,4,4,3,15,3,4,4,3,14,55,93
CZE,Czech Republic,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,3,15,57,95
DNK,Denmark,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
DJI,Djibouti,Africa,c,2013,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0.0,9,1,2,2,2,7,0,1,2,3,0,2,1,1,4,2,2,1,1,6,20,29
DMA,Dominica,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
DOM,Dominican Republic,Americas,c,2013,F,2,2,4,3,3,10,4,3,3,2,12,4,2,3,9,0,0.0,31,3,4,4,4,15,3,4,3,10,3,2,2,1,8,4,3,2,2,11,44,75
ECU,Ecuador,Americas,c,2013,PF,3,3,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0.0,24,1,4,4,4,13,2,2,3,7,1,1,2,2,6,3,2,3,2,10,36,60
EGY,Egypt,Africa,c,2013,PF,5,5,2,0,1,3,3,3,2,2,10,1,1,1,3,0,0.0,16,2,1,2,3,8,2,1,2,5,2,0,1,1,4,3,2,2,1,8,25,41
SLV,El Salvador,Americas,c,2013,F,2,3,4,4,4,12,4,4,3,3,14,3,3,3,9,0,0.0,35,3,4,4,4,15,3,3,2,8,3,2,2,2,9,4,2,2,2,10,42,77
GNQ,Equatorial Guinea,Africa,c,2013,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
ERI,Eritrea,Africa,c,2013,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
EST,Estonia,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,95
SWZ,Eswatini,Africa,c,2013,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,1,1,3,2,2,8,0,1,2,3,2,1,1,1,5,1,1,1,1,4,20,21
ETH,Ethiopia,Africa,c,2013,NF,6,6,0,0,1,1,0,0,1,1,2,1,2,1,4,0,0.0,7,0,2,1,0,3,0,0,0,0,1,1,0,1,3,2,1,1,1,5,11,18
FJI,Fiji,Asia,c,2013,PF,6,4,0,0,0,0,1,1,1,2,5,0,2,0,2,0,0.0,7,2,3,3,3,11,1,1,1,3,2,1,1,2,6,3,3,2,2,10,30,37
FIN,Finland,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
FRA,France,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,95
